Preliminary Risk Category,Neighborhood,Address,City,State,Zip Code,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,Long/Lat
Medium Risk,Capitol Hill,333 Summit Ave E,Seattle,WA,98102,1929,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.325566021 47.621822999)
Medium Risk,Capitol Hill,516 Bellevue Ave E,Seattle,WA,98102,1928,4,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.326347969 47.623631981)
Medium Risk,Capitol Hill,223 14th Ave E,Seattle,WA,98112,1926,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.314706008 47.620623004)
Medium Risk,Capitol Hill,1505 10th Ave,Seattle,WA,98122,1910,3,Permitted Retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.319792985 47.614341982)
Critical Risk,Capitol Hill,1115 Harvard Ave,Seattle,WA,98122,1910,2,No visible retrofit,Schools,101+,Google Street View,POINT (-122.321939004 47.612060009)
Medium Risk,Capitol Hill,221 Belmont Ave E,Seattle,WA,98102,1928,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.324379982 47.620382988)
Medium Risk,Capitol Hill,905 E Pike St,Seattle,WA,98122,1912,3,No visible retrofit,Commercial/Office,101+,Permit Drawing Review,POINT (-122.320355998 47.613895017)
Medium Risk,Capitol Hill,1520 Melrose Ave,Seattle,WA,98122,1916,4,Visible retrofit,Residential,11-100,Google Street View,POINT (-122.327587987 47.614664979)
High Risk,Capitol Hill,1625 Broadway,Seattle,WA,98122,1910,2,No visible retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.321652007 47.616101009)
Medium Risk,Capitol Hill,1736 Summit Ave,Seattle,WA,98122,1925,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.325252035 47.617454015)
Medium Risk,Capitol Hill,215 13th Ave E,Seattle,WA,98102,1909,3,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.315999 47.620448995)
High Risk,Capitol Hill,900 E Pine St,Seattle,WA,98122,1925,2,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.320391034 47.615510001)
Critical Risk,Capitol Hill,400 E Pine St,Seattle,WA,98122,1917,3,Visible retrofit,Schools,101+,Field Visit,POINT (-122.326457017 47.61544898)
Medium Risk,Capitol Hill,1631 Belmont Ave,Seattle,WA,98122,1928,3,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.32480704 47.616203016)
High Risk,Capitol Hill,500 Broadway E,Seattle,WA,98102,1906,1,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.320306041 47.623358019)
Medium Risk,Capitol Hill,1511 Boylston Ave,Seattle,WA,98122,1907,3,No visible retrofit,Residential,11-100,Sandborn Insurance Maps,POINT (-122.323738012 47.614527013)
Medium Risk,Capitol Hill,1628 Bellevue Ave,Seattle,WA,98122,1916,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.326465986 47.616052016)
Medium Risk,Capitol Hill,417 E Union St,Seattle,WA,98122,1930,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.325784034 47.612729011)
Medium Risk,Capitol Hill,1620 13th Ave,Seattle,WA,98122,1908,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.315228033 47.615944016)
Medium Risk,Capitol Hill,1531 Belmont Ave,Seattle,WA,98122,1910,4,Permitted Retrofit,Residential,11-100,Field Visit,POINT (-122.324813997 47.615065005)
Medium Risk,Capitol Hill,405 E Olive St,Seattle,WA,98122,1923,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.326447965 47.616189019)
High Risk,Capitol Hill,1500 Bellevue Ave,Seattle,WA,98122,1910,3,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.326481995 47.614321992)
Medium Risk,Capitol Hill,309 Belmont Ave E,Seattle,WA,98102,1928,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.324390962 47.621170007)
Medium Risk,Capitol Hill,1619 Belmont Ave,Seattle,WA,98122,1928,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.324795976 47.615817994)
Medium Risk,Capitol Hill,1305 E Denny Way,Seattle,WA,98122,1922,3,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.315231973 47.618626015)
Medium Risk,Capitol Hill,1414 Seneca St,Seattle,WA,98101,1918,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.322625985 47.612644982)
Medium Risk,Capitol Hill,1819 Bellevue Ave,Seattle,WA,98122,1929,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.327099993 47.618338013)
Medium Risk,Capitol Hill,325 Harvard Ave E,Seattle,WA,98102,1928,5,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.322345023 47.621833015)
Medium Risk,Capitol Hill,1406 Harvard Ave,Seattle,WA,98122,1908,2,Visible retrofit,Residential,11-100,Field Visit,POINT (-122.321752004 47.613188004)
Medium Risk,Capitol Hill,222 Summit Ave E,Seattle,WA,98102,1927,4,No visible retrofit,Residential,11-100,Sandborn Insurance Maps,POINT (-122.32496596 47.620378)
Medium Risk,Capitol Hill,214 Summit Ave E,Seattle,WA,98102,1917,4,No visible retrofit,Residential,11-100,Sandborn Insurance Maps,POINT (-122.324951963 47.620180984)
Medium Risk,Capitol Hill,1626 13th Ave,Seattle,WA,98122,1908,3,Substantial Alteration,Residential,11-100,Permit Drawing Review,POINT (-122.315176987 47.616108008)
Medium Risk,Capitol Hill,1101 E Pike St,Seattle,WA,98122,1911,3,Permitted Retrofit,Commercial/Office,101+,Photos from Previous Surveys,POINT (-122.317874032 47.613876996)
Medium Risk,Capitol Hill,1743 Summit Ave,Seattle,WA,98122,1916,4,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.325917977 47.617597011)
Medium Risk,Capitol Hill,605 E Denny Way,Seattle,WA,98122,1927,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.323694007 47.618265007)
Medium Risk,Capitol Hill,914 E Harrison St,Seattle,WA,98102,1914,4,Visible retrofit,Residential,11-100,Google Street View,POINT (-122.320238986 47.622148007)
Medium Risk,Capitol Hill,1412 Summit Ave,Seattle,WA,98122,1908,5,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.32519596 47.613399018)
High Risk,Capitol Hill,1727 Harvard Ave,Seattle,WA,98122,1923,3,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.322635037 47.617256999)
Medium Risk,Capitol Hill,910 E Pike St,Seattle,WA,98122,1908,3,No visible retrofit,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.320112 47.614335989)
Medium Risk,Capitol Hill,1501 E Olive Way,Seattle,WA,98122,1916,1,No visible retrofit,Commercial,11-100,Sandborn Insurance Maps,POINT (-122.325872966 47.61790601)
Medium Risk,Capitol Hill,321 Broadway E,Seattle,WA,98102,1910,4,No visible retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.321295022 47.621677992)
Medium Risk,Capitol Hill,913 E Pike St,Seattle,WA,98122,1912,3,No visible retrofit,Commercial/Office,101+,Photos from Previous Surveys,POINT (-122.319974034 47.613843008)
Medium Risk,Capitol Hill,1421 15th Ave,Seattle,WA,98122,1907,4,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.313173042 47.61361699)
Medium Risk,Capitol Hill,1630 Boylston Ave,Seattle,WA,98122,1917,4,Permitted Retrofit,Residential,11-100,Field Visit,POINT (-122.323110962 47.616206998)
Medium Risk,Capitol Hill,1512 Summit Ave,Seattle,WA,98122,1908,5,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.325212975 47.614563013)
Medium Risk,Capitol Hill,1107 E Denny Way,Seattle,WA,98122,1910,3,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.31783799 47.618596008)
High Risk,Capitol Hill,1510 E Olive Way,Seattle,WA,98122,1924,3,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.326085028 47.618262995)
Medium Risk,Capitol Hill,1621 12th Ave,Seattle,WA,98122,1917,1,Substantial Alteration,Commercial/Office,101+,Photos from Previous Surveys,POINT (-122.317279001 47.615900011)
Medium Risk,Capitol Hill,516 E Union St,Seattle,WA,98122,1924,3,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.324732022 47.613183981)
Medium Risk,Capitol Hill,1617 Boylston Ave,Seattle,WA,98122,1921,2,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.323754021 47.61582998)
Medium Risk,Capitol Hill,1521 15th Ave,Seattle,WA,98122,1910,4,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.313159966 47.614800012)
Medium Risk,Capitol Hill,1100 E Pike St,Seattle,WA,98122,1912,3,Visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.317851988 47.614276017)
Medium Risk,Capitol Hill,135 Harvard Ave E,Seattle,WA,98102,1927,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.322520037 47.619691984)
High Risk,Capitol Hill,1506 11th Ave,Seattle,WA,98122,1916,2,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.317752998 47.614426011)
Medium Risk,Capitol Hill,1450 E Republican St,Seattle,WA,98112,1926,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.313321988 47.623332999)
Medium Risk,Capitol Hill,504 E Denny Way,Seattle,WA,98122,1914,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.324919022 47.618665997)
High Risk,Capitol Hill,925 E Pike St,Seattle,WA,98122,1916,1,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.31972199 47.613845019)
Medium Risk,Capitol Hill,611 E Pine St,Seattle,WA,98122,1916,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.323860974 47.615066011)
Medium Risk,Capitol Hill,400 Boylston Ave E,Seattle,WA,98102,1931,4,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.322813991 47.622228012)
Critical Risk,Capitol Hill,1002 E Seneca St,Seattle,WA,98122,1922,1,Substantial Alteration,Schools,101+,Photos from Previous Surveys,POINT (-122.319141963 47.612429987)
High Risk,Capitol Hill,807 E Roy St,Seattle,WA,98102,1925,3,Substantial Alteration,Public Assembly,101+,Photos from Previous Surveys,POINT (-122.321662988 47.62496198)
Medium Risk,Capitol Hill,300 E Pike St,Seattle,WA,98122,1910,2,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.327595028 47.61424601)
Medium Risk,Capitol Hill,501 E Pine St,Seattle,WA,98122,1912,3,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.325201995 47.615058007)
Medium Risk,Capitol Hill,1833 13th Ave,Seattle,WA,98122,1928,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.315921971 47.618499993)
Medium Risk,Capitol Hill,417 13th Ave E,Seattle,WA,98102,1910,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.316134033 47.622541998)
Medium Risk,Capitol Hill,1633 Melrose Ave,Seattle,WA,98101,1916,5,Permitted Retrofit,Residential,11-100,Permit Drawing Review,POINT (-122.32812401 47.61628101)
Medium Risk,Capitol Hill,725 E Denny Way,Seattle,WA,98122,1926,3,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.322414006 47.618545004)
Medium Risk,Capitol Hill,814 E Pike St,Seattle,WA,98122,1912,2,Substantial Alteration,Commercial/Office,101+,Google Street View,POINT (-122.321244982 47.614242992)
High Risk,Capitol Hill,309 E Harrison St,Seattle,WA,98102,1928,6,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32746997 47.621778994)
Medium Risk,Capitol Hill,1505 Broadway,Seattle,WA,98122,1913,2,No visible retrofit,Commercial,101+,Permit Drawing Review,POINT (-122.321205001 47.614396004)
High Risk,Capitol Hill,1531 Melrose Ave,Seattle,WA,98122,1912,1,Substantial Alteration,Public Assembly,101+,Field Visit,POINT (-122.328176984 47.614644988)
Medium Risk,Capitol Hill,1520 Bellevue Ave,Seattle,WA,98122,1918,2,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.326470009 47.614792007)
Medium Risk,Capitol Hill,1510 Melrose Ave,Seattle,WA,98122,1930,2,Substantial Alteration,Commercial/Residential,11-100,Google Street View,POINT (-122.327588993 47.614385987)
Medium Risk,Capitol Hill,105 Harvard Ave E,Seattle,WA,98102,1928,5,No visible retrofit,Residential,101+,Google Street View,POINT (-122.322491036 47.618962004)
Medium Risk,Capitol Hill,505 Boylston Ave E,Seattle,WA,98102,1930,5,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.323341967 47.623357013)
Medium Risk,Capitol Hill,915 E Harrison St,Seattle,WA,98102,1928,5,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.320222977 47.621776018)
High Risk,Capitol Hill,1515 Melrose Ave,Seattle,WA,98122,1919,1,Substantial Alteration,Public Assembly,101+,Field Visit,POINT (-122.328176984 47.614644988)
Medium Risk,Capitol Hill,1412 12th Ave,Seattle,WA,98122,1919,4,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.316427986 47.61359)
Medium Risk,Capitol Hill,512 E Pike St,Seattle,WA,98122,1926,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.324793964 47.614254014)
Medium Risk,Capitol Hill,225 Broadway E,Seattle,WA,98102,1940,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.321251017 47.620709002)
Medium Risk,Capitol Hill,713 E Pike St,Seattle,WA,98122,1911,3,No visible retrofit,Other Mixed Uses,11-100,Photos from Previous Surveys,POINT (-122.322697985 47.613806002)
Medium Risk,Capitol Hill,1325 E Madison St,Seattle,WA,98122,1937,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.314452036 47.613543983)
Medium Risk,Capitol Hill,1222 Summit Ave,Seattle,WA,98101,1916,4,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.324544015 47.612348012)
High Risk,Capitol Hill,601 Broadway E,Seattle,WA,98102,1931,1,Permitted Retrofit,Public Assembly,101+,Field Visit,POINT (-122.321255963 47.62451799)
Medium Risk,Capitol Hill,1629 Harvard Ave,Seattle,WA,98122,1940,6,No visible retrofit,Residential,101+,Google Street View,POINT (-122.322458011 47.616173009)
High Risk,Capitol Hill,1522 12th Ave,Seattle,WA,98122,1922,1,Substantial Alteration,Public Assembly,101+,Google Street View,POINT (-122.316501998 47.614789995)
Medium Risk,Capitol Hill,1351 E Olive Way,Seattle,WA,98122,1925,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.327516993 47.616618004)
High Risk,Capitol Hill,1213 E Pine St,Seattle,WA,98122,1927,1,No visible retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.315948961 47.615102012)
Medium Risk,Capitol Hill,111 Broadway E,Seattle,WA,98102,1927,1,Visible retrofit,Commercial,11-100,Google Street View,POINT (-122.321270966 47.619074992)
Medium Risk,Capitol Hill,1611 Boylston Ave,Seattle,WA,98122,1923,1,No visible retrofit,Commercial,11-100,Sandborn Insurance Maps,POINT (-122.323753015 47.615670011)
Medium Risk,Capitol Hill,1400 Broadway,Seattle,WA,98122,1911,2,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.320436967 47.613097982)
Medium Risk,Capitol Hill,1515 Broadway,Seattle,WA,98122,1912,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.321202989 47.614565989)
Medium Risk,Capitol Hill,1424 10th Ave,Seattle,WA,98122,1913,2,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.319127965 47.613703994)
Medium Risk,Capitol Hill,615 Broadway E,Seattle,WA,98102,1931,1,No visible retrofit,Public Assembly,11-100,Field Visit,POINT (-122.321296028 47.624763999)
Medium Risk,Capitol Hill,420 Broadway E,Seattle,WA,98102,1930,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.320595971 47.622748989)
Medium Risk,Capitol Hill,1617 Yale Ave,Seattle,WA,98101,1925,6,Permitted Retrofit,Residential,101+,Google Street View,POINT (-122.328351998 47.615770007)
Medium Risk,Capitol Hill,907 E Pine St,Seattle,WA,98122,1912,2,Visible retrofit,Public Assembly,11-100,Google Street View,POINT (-122.320478038 47.615067017)
Medium Risk,Capitol Hill,1224 Madison St,Seattle,WA,98104,1924,1,Visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.323438023 47.610407014)
Medium Risk,Capitol Hill,1514 Broadway,Seattle,WA,98122,1909,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.320369995 47.614580992)
Medium Risk,Capitol Hill,619 E Pine St,Seattle,WA,98122,1917,3,No visible retrofit,Commercial,101+,Photos from Previous Surveys,POINT (-122.323668023 47.615067981)
Medium Risk,Capitol Hill,421 E Pike St,Seattle,WA,98122,1920,2,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.325764001 47.613859981)
Medium Risk,Capitol Hill,1736 Belmont Ave,Seattle,WA,98122,1923,7,No visible retrofit,Residential,101+,Google Street View,POINT (-122.324232963 47.617492991)
Medium Risk,Capitol Hill,305 Bellevue Ave E,Seattle,WA,98102,1908,5,Visible retrofit,Residential,101+,Google Street View,POINT (-122.326961021 47.621036986)
Medium Risk,Capitol Hill,1201 Pine St,Seattle,WA,98101,1912,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.328266 47.614895984)
Medium Risk,Capitol Hill,1420 Broadway,Seattle,WA,98122,1904,2,Visible retrofit,Commercial,11-100,Google Street View-Rosettes,POINT (-122.320350968 47.613569003)
Medium Risk,Capitol Hill,1134 Broadway,Seattle,WA,98122,1927,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.320306041 47.612341013)
Medium Risk,Capitol Hill,219 Broadway E,Seattle,WA,98102,1918,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.321295022 47.620570994)
Medium Risk,Capitol Hill,1319 E Madison St,Seattle,WA,98122,1920,2,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.314683042 47.613444993)
Medium Risk,Capitol Hill,115 Belmont Ave E,Seattle,WA,98102,1926,1,No visible retrofit,Commercial,101+,Photos from Previous Surveys,POINT (-122.324379982 47.61900802)
Medium Risk,Capitol Hill,209 Broadway E,Seattle,WA,98102,1908,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.321292005 47.620245986)
Medium Risk,Capitol Hill,300 Broadway E,Seattle,WA,98102,1909,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.320579962 47.621331987)
Medium Risk,Capitol Hill,1550 E Olive Way,Seattle,WA,98102,1924,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.325919989 47.618727981)
Medium Risk,Capitol Hill,401 E Pine St,Seattle,WA,98122,1910,2,Substantial Alteration,Commercial,11-100,Google Street View,POINT (-122.326465986 47.614986006)
Medium Risk,Capitol Hill,1414 Broadway,Seattle,WA,98122,1907,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.320347029 47.613406017)
Medium Risk,Capitol Hill,500 E Pike St,Seattle,WA,98122,1924,2,Permitted Retrofit,Commercial,11-100,Google Street View-Rosettes,POINT (-122.325193026 47.614333014)
Medium Risk,Capitol Hill,1520 13th Ave,Seattle,WA,98122,1920,2,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.315133988 47.614847998)
